SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
201283.924 452075.882 201288.314 452076.041 201288.504 452083.141 201278.844 452082.942 201279.094 452072.491 201283.394 452072.441 201283.924 452075.882,0000201283234520785000000000,1111017400103920011,11110,17400,1,0392,0011,5654,11110,20226,1,2,61.16,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201453.335 452052.598 201453.285 452057.728 201455.675 452057.928 201455.575 452062.868 201444.315 452062.589 201444.535 452052.329 201453.335 452052.598,1956201449494520579000000000,1111017400104010018,11110,17400,1,0401,0018,7003,11110,6595,1,2,73.52,51,일반목구조,01000,단독주택,0,1,0,19560526,64,07,60대,065,65세미만,2019-01-31Z,,,
200942.874 452263.338 200942.684 452272.668 200935.744 452272.019 200936.164 452268.629 200935.304 452268.549 200936.174 452263.038 200942.874 452263.338,1933200939314522677500000000,1111017400105810013,11110,17400,1,0581,0013,6564,11110,27453,1,2,35.11,51,일반목구조,01000,단독주택,0,1,0,19330920,87,09,80대,090,90세미만,2019-01-31Z,,,
201208.163 452069.432 201208.473 452072.393 201208.053 452072.412 201208.213 452078.773 201206.373 452078.963 201206.303 452079.693 201200.513 452079.833 201200.293 452072.863 201201.413 452069.273 201208.163 452069.432,1986201204294520745100000000,1111017400104140001,11110,17400,1,0414,0001,5542,11110,22360,1,2,360.48,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,19861128,34,04,30대,035,35세미만,2019-01-31Z,19860426,,
201373.055 452071.02 201372.385 452078.04 201357.744 452078.11 201357.794 452066.1 201359.364 452062.93 201373.055 452071.02,1940201364414520721000000000,1111017400103950034,11110,17400,1,0395,0034,6885,11110,7307,1,2,36.36,51,일반목구조,03000,제1종근린생활시설,0,1,0,19400610,80,09,80대,085,85세미만,2019-01-31Z,,,
198387.558 453803.992 198370.008 453806.673 198369.048 453797.313 198366.808 453797.603 198364.378 453782.313 198361.428 453782.493 198360.448 453775.333 198373.028 453773.442 198372.338 453769.392 198381.307 453768.192 198381.398 453769.922 198404.818 453766.612 198406.808 453781.502 198385.028 453784.472 198387.558 453803.992,0000198381784537836900000000,1111014000100280001,11110,14000,1,0028,0001,25360,11110,3388,1,2,1884.63,21,철근콘크리트구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,제1별관,
197317.869 453133.164 197317.649 453141.214 197310.209 453140.954 197311.079 453132.814 197317.869 453133.164,0000197314184531370900000000,1111010800100890013,11110,10800,1,0089,0013,14345,11110,24642,1,2,42.32,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200940.875 452310.849 200938.905 452317.059 200929.335 452316.199 200930.035 452309.069 200940.875 452310.849,1984200934704523132000000000,1111017400105820039,11110,17400,1,0582,0039,5878,11110,26080,1,2,284.81,21,철근콘크리트구조,01000,단독주택,0,4,1,19840716,36,04,30대,040,40세미만,2019-01-31Z,19840323,,
198881.255 453382.541 198870.155 453384.531 198869.135 453374.781 198872.765 453374.161 198873.195 453377.031 198880.565 453375.661 198881.255 453382.541,0000198874834533795900000000,1111014800100360013,11110,14800,1,0036,0013,27493,11110,4958,1,2,79.34,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
197285.928 453108.874 197285.138 453114.254 197273.978 453111.795 197275.408 453106.335 197285.928 453108.874,0000197280074531103300000000,1111010800100550000,11110,10800,1,0055,0000,14305,11110,25021,1,2,87.12,11,벽돌구조,01000,단독주택,0,2,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201417.649 452316.051 201417.399 452320.091 201411.119 452318.141 201411.459 452313.801 201417.649 452316.051,0000201414364523170100000000,1111017500102840000,11110,17500,1,0284,0000,6895,11110,9562,1,2,131.77,11,벽돌구조,03000,제1종근린생활시설,0,3,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201303.054 452100.041 201296.464 452099.681 201297.854 452086.071 201302.684 452085.991 201303.054 452100.041,1959201300014520933000000000,1111017400103930014,11110,17400,1,0393,0014,6314,11110,29738,1,2,49.39,51,일반목구조,04000,제2종근린생활시설,0,1,0,19591020,61,07,60대,065,65세미만,2019-01-31Z,,,
201113.374 452201.805 201108.244 452201.725 201107.545 452198.065 201105.684 452198.415 201104.624 452192.385 201112.424 452190.705 201113.664 452192.025 201113.574 452194.135 201114.354 452194.345 201113.374 452201.805,0000201109924521961100000000,1111017400103810000,11110,17400,1,0381,0000,6316,11110,15015,1,2,52.89,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200377.561 452369.688 200377.531 452371.529 200376.871 452372.388 200376.691 452375.478 200375.731 452375.789 200375.491 452379.849 200364.701 452379.449 200365.501 452369.139 200377.561 452369.688,2005200370804523743900000000,1111016700101880005,11110,16700,1,0188,0005,7697,11110,23266,1,2,1049.71,42,철골철근콘크리트구조,18000,창고시설,27.1,8,1,20051123,15,02,10대,020,20세미만,2019-01-31Z,20050221,,
201917.441 452821.877 201911.981 452826.897 201905.161 452819.797 201909.761 452815.287 201912.311 452817.447 201910.471 452819.817 201911.981 452821.477 201914.671 452819.467 201917.441 452821.877,1959201911014528212400000000,1111017500103540000,11110,17500,1,0354,0000,3480,11110,10871,1,2,44.83,51,일반목구조,01000,단독주택,0,1,0,19591110,61,07,60대,065,65세미만,2019-01-31Z,,,
201924.232 452855.857 201917.772 452860.727 201911.562 452853.208 201914.022 452851.047 201913.342 452849.858 201916.662 452847.258 201924.232 452855.857,1993201917634528541300000000,1111017500103420000,11110,17500,1,0342,0000,3483,11110,9888,1,2,211.09,21,철근콘크리트구조,01000,단독주택,8.4,3,1,19931113,27,03,20대,030,30세미만,2019-01-31Z,19930316,,
203454.8 450733.065 203451.72 450735.525 203441.45 450736.576 203440.84 450726.925 203446.21 450725.205 203446.79 450727.655 203451.78 450726.095 203454.8 450733.065,1978203447094507312300000000,1120010700100190091,11200,10700,1,0019,0091,32855,11200,8563,1,2,220.83,11,벽돌구조,01000,단독주택,0,2,1,19781109,42,05,40대,045,45세미만,2019-01-31Z,,,
203302.286 450570.436 203298.726 450563.306 203309.226 450559.386 203312.256 450566.536 203307.976 450569.076 203307.576 450567.746 203302.286 450570.436,1990203305674505648800000000,1120010700101300061,11200,10700,1,0130,0061,32909,11200,9258,1,2,160.44,11,벽돌구조,01000,단독주택,0,2,1,19901220,30,04,30대,035,35세미만,2019-01-31Z,19901222,,
200989.885 452312.208 200987.735 452316.578 200982.526 452315.568 200984.315 452310.108 200989.885 452312.208,0000200986054523135300000000,1111017400101420011,11110,17400,1,0142,0011,6486,11110,28401,1,2,30.41,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200842.439 452628.473 200839.829 452637.323 200832.549 452635.593 200834.799 452626.693 200842.439 452628.473,0000200837414526319800000000,1111017400106330002,11110,17400,1,0633,0002,2468,11110,10923,1,2,144.99,21,철근콘크리트구조,04000,제2종근린생활시설,0,2,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,19831114,,
200881.519 452575.712 200879.359 452587.192 200873.269 452585.822 200875.299 452574.122 200881.519 452575.712,1984200877354525806800000000,1111017400105930005,11110,17400,1,0593,0005,2472,11110,16354,1,2,193.8,21,철근콘크리트구조,04000,제2종근린생활시설,0,3,1,19841024,36,04,30대,040,40세미만,2019-01-31Z,19840602,,
201190.68 452516.986 201187.22 452522.847 201180.27 452518.997 201184.41 452512.007 201190.68 452516.986,1991201185544525176400000000,1111017400100930000,11110,17400,1,0093,0000,7591,11110,27768,1,2,286.44,21,철근콘크리트구조,03000,제1종근린생활시설,0,3,1,19910730,29,03,20대,030,30세미만,2019-01-31Z,19910204,,
200973.659 452566.91 200970.439 452574.071 200964.869 452571.501 200967.749 452565.81 200969.699 452566.181 200970.279 452565.221 200973.659 452566.91,1974200969354525694600000000,1111017400105950142,11110,17400,1,0595,0142,2485,11110,7005,1,2,30.94,11,벽돌구조,01000,단독주택,0,1,0,19741129,46,05,40대,050,50세미만,2019-01-31Z,,,
199041.042 452464.461 199034.902 452472.661 199028.492 452468.511 199032.192 452460.401 199041.042 452464.461,2011199034334524663900000000,1111013300100950001,11110,13300,1,0095,0001,19065,11110,100191287,1,2,711.88,21,철근콘크리트구조,04000,제2종근린생활시설,25.9,7,1,20111227,9,01,10세미만,010,10세미만,2019-01-31Z,20101228,,
200323.053 453148.686 200321.304 453159.906 200315.114 453158.796 200316.613 453147.806 200323.053 453148.686,1984200319034531537600000000,1111016800101300055,11110,16800,1,0130,0055,3565,11110,23324,1,2,247.47,21,철근콘크리트구조,03000,제1종근린생활시설,0,3,1,19841215,36,04,30대,040,40세미만,2019-01-31Z,19840502,,
196704.32 454160.673 196705.35 454160.673 196705.23 454166.663 196692.07 454166.743 196692.4 454155.163 196702.5 454155.233 196704.68 454155.062 196704.32 454160.673,2003196698574541610500000000,1111018400103380024,11110,18400,1,0338,0024,22105,11110,3837,1,2,199.17,21,철근콘크리트구조,01000,단독주택,8.7,2,1,20030210,17,02,10대,020,20세미만,2019-01-31Z,20020619,,부암동 단독주택
200350.724 453196.826 200350.995 453200.256 200349.925 453211.916 200342.555 453210.006 200342.644 453208.276 200342.365 453207.556 200343.904 453196.346 200350.724 453196.826,1987200346844532038700000000,1111016800101300063,11110,16800,1,0130,0063,3594,11110,26004,1,2,192.19,11,벽돌구조,04000,제2종근린생활시설,7.8,2,1,19870817,33,04,30대,035,35세미만,2019-01-31Z,19870306,,
197868.697 457095.158 197859.367 457090.768 197855.807 457092.298 197848.517 457074.208 197860.357 457068.838 197862.367 457073.638 197861.257 457074.098 197864.597 457079.938 197863.457 457083.308 197872.327 457086.778 197868.697 457095.158,1981197859644570825100000000,1111018300104420005,11110,18300,1,0442,0005,23608,11110,2316,1,2,493.31,21,철근콘크리트구조,03000,제1종근린생활시설,0,2,2,19810116,39,04,30대,040,40세미만,2019-01-31Z,,,
197891.246 457042.237 197890.667 457058.498 197875.937 457058.188 197876.876 457050.267 197881.546 457050.048 197882.486 457042.117 197891.246 457042.237,1989197884754570512000000000,1111018300104420005,11110,18300,1,0442,0005,23609,11110,2317,1,2,486.6,11,벽돌구조,03000,제1종근린생활시설,0,2,1,19890412,31,04,30대,035,35세미만,2019-01-31Z,19881110,B동,
198101.612 452711.108 198101.412 452710.908 198101.612 452710.708 198101.812 452710.908 198101.612 452711.108,2011198101614527109000000000,1111011900100010057,11110,11900,1,0001,0057,28860,11110,100190987,1,2,54.29,51,일반목구조,05000,문화및집회시설,5.55,1,0,20111128,9,01,10세미만,010,10세미만,2019-01-31Z,,서수문장청,
200412.245 453199.635 200413.025 453204.285 200416.235 453204.565 200416.215 453208.155 200408.975 453208.765 200408.415 453199.435 200412.245 453199.635,0000200411694532046700000000,1111016800101290083,11110,16800,1,0129,0083,3611,11110,21490,1,2,35.74,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
207161.686 452316.908 207161.376 452319.408 207164.846 452319.948 207164.346 452325.048 207155.706 452323.998 207156.916 452316.148 207161.686 452316.908,1993207160064523210300000000,1126010100103850052,11260,10100,1,0385,0052,31204,11260,8600,1,2,174.74,11,벽돌구조,01000,단독주택,0,2,1,19931108,27,03,20대,030,30세미만,2019-01-31Z,19930429,,
201218.511 452541.426 201212.831 452552.046 201208.171 452549.316 201213.041 452539.736 201218.511 452541.426,1993201213204525456100000000,1111017400100870000,11110,17400,1,0087,0000,2424,11110,16432,1,2,293.98,11,벽돌구조,01000,단독주택,8.3,3,1,19931118,27,03,20대,030,30세미만,2019-01-31Z,19930702,,
197350.143 452738.56 197350.313 452738.66 197350.103 452740.93 197353.992 452741.61 197353.102 452745.99 197352.993 452745.99 197345.263 452744.581 197346.642 452737.89 197350.143 452738.56,1958197349364527423500000000,1111011200101800000,11110,11200,1,0180,0000,14815,11110,29797,1,2,45.36,51,일반목구조,01000,단독주택,0,1,0,19580709,62,07,60대,065,65세미만,2019-01-31Z,,,
201741.755 452507.397 201739.025 452516.108 201734.635 452514.928 201735.345 452511.078 201734.625 452510.728 201736.355 452505.417 201741.755 452507.397,0000201737854525107000000000,1111017500101860000,11110,17500,1,0186,0000,8574,11110,3339,1,2,49.86,51,일반목구조,03000,제1종근린생활시설,3.6,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196615.858 455286.543 196603.257 455284.494 196604.207 455277.873 196608.127 455278.573 196607.868 455281.333 196613.178 455281.923 196613.647 455280.963 196617.027 455281.473 196615.858 455286.543,1973196609624552827900000000,1111018600101580020,11110,18600,1,0158,0020,21817,11110,18274,1,2,53.89,11,벽돌구조,01000,단독주택,0,1,1,19730115,47,05,40대,050,50세미만,2019-01-31Z,,,
199306.371 454137.51 199302.221 454144.4 199285.371 454134.571 199288.691 454129.791 199293.091 454132.641 199296.201 454131.9 199306.371 454137.51,1988199296354541367700000000,1111017300100010244,11110,17300,1,0001,0244,27425,11110,23228,1,2,452.72,21,철근콘크리트구조,01000,단독주택,0,3,1,19881220,32,04,30대,035,35세미만,2019-01-31Z,19880625,,
199420.013 454201.979 199416.943 454198.359 199418.033 454196.049 199419.603 454196.819 199420.513 454195.359 199422.993 454196.309 199420.013 454201.979,1977199419894541982200000000,1111017300100010966,11110,17300,1,0001,0966,27873,11110,2708,1,2,12.53,12,블록구조,01000,단독주택,0,1,0,19770322,43,05,40대,045,45세미만,2019-01-31Z,,,
199431.653 454198.209 199429.013 454203.599 199426.253 454204.059 199421.833 454200.839 199423.893 454196.119 199428.593 454197.929 199429.613 454196.329 199431.653 454198.209,1977199426694542000300000000,1111017300100010966,11110,17300,1,0001,0966,27874,11110,2709,1,2,43.28,11,벽돌구조,01000,단독주택,0,1,0,19770322,43,05,40대,045,45세미만,2019-01-31Z,,,
200136.776 452136.63 200134.866 452150.12 200127.266 452148.131 200128.476 452134.26 200136.776 452136.63,0000200131844521421700000000,1111016200102470003,11110,16200,1,0247,0003,8880,11110,27741,1,2,659.02,21,철근콘크리트구조,04000,제2종근린생활시설,0,5,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200511.324 453071.922 200510.684 453077.062 200509.794 453077.422 200509.484 453085.502 200506.314 453085.562 200504.544 453076.602 200504.184 453071.412 200511.324 453071.922,0000200507594530776000000000,1111016800101290214,11110,16800,1,0129,0214,4184,11110,15639,1,2,75.84,11,벽돌구조,04000,제2종근린생활시설,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199753.541 452698.281 199751.952 452704.411 199740.871 452701.561 199742.421 452695.131 199753.541 452698.281,0000199747154526998300000000,1111015900101240002,11110,15900,1,0124,0002,15933,11110,27744,1,2,44.63,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
203660.508 462690.992 203654.767 462691.813 203654.823 462692.209 203651.309 462692.712 203650.155 462684.644 203658.421 462683.462 203659.058 462687.916 203660.048 462687.775 203660.508 462690.992,1995203655034626880500000000,1132010600107040022,11320,10600,1,0704,0022,24794,11320,8137,1,2,229.24,11,벽돌구조,01000,단독주택,8.9,3,1,19950531,25,03,20대,030,30세미만,2019-01-31Z,19930302,,
193590.209 451968.645 193589.149 451970.585 193585.549 451977.135 193575.929 451970.595 193573.549 451968.985 193577.279 451963.045 193578.379 451963.715 193579.659 451962.155 193590.209 451968.645,1994193582044519692400000000,1141011700101170025,11410,11700,1,0117,0025,43808,11410,14360,1,2,264.24,11,벽돌구조,03000,제1종근린생활시설,7.98,2,1,19940714,26,03,20대,030,30세미만,2019-01-31Z,19940224,,
200950.811 452703.452 200944.581 452704.932 200941.741 452698.892 200944.481 452697.812 200945.081 452698.242 200946.971 452697.822 200948.061 452698.972 200949.001 452698.942 200950.811 452703.452,1975200946234527012300000000,1111017400105950175,11110,17400,1,0595,0175,1381,11110,4884,1,2,55.08,11,벽돌구조,01000,단독주택,0,2,0,19750721,45,05,40대,050,50세미만,2019-01-31Z,,,
200712.122 452860.357 200709.772 452864.877 200702.422 452861.777 200704.122 452857.337 200712.122 452860.357,1997200707164528610700000000,1111017400106260014,11110,17400,1,0626,0014,4259,11110,21181,1,2,72,11,벽돌구조,01000,단독주택,6.7,2,0,19970829,23,03,20대,025,25세미만,2019-01-31Z,19970430,,
198551.2 451949.135 198530.989 451949.415 198530.949 451927.385 198551.269 451927.154 198551.2 451949.135,1967198541094519382600000000,1111013500100450001,11110,13500,1,0045,0001,20138,11110,8552,1,2,6258.34,21,철근콘크리트구조,10000,교육연구시설,42.5,12,1,19671220,53,06,50대,055,55세미만,2019-01-31Z,,,
200691.694 452994.659 200677.644 452987.999 200681.564 452984.359 200682.064 452984.349 200682.684 452983.798 200688.104 452984.519 200689.364 452981.068 200694.524 452982.098 200691.694 452994.659,1981200687564529875100000000,1111017400106150120,11110,17400,1,0615,0120,4268,11110,13620,1,2,208.53,11,벽돌구조,01000,단독주택,0,3,1,19810731,39,04,30대,040,40세미만,2019-01-31Z,,,
201310.614 452098.151 201305.124 452098.531 201304.954 452090.861 201311.174 452090.791 201310.614 452098.151,1963201307944520945000000000,1111017400103930013,11110,17400,1,0393,0013,5648,11110,27415,1,2,99.17,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19630912,57,06,50대,060,60세미만,2019-01-31Z,,,
201310.814 452089.051 201305.204 452088.951 201304.994 452082.171 201310.834 452082.141 201310.814 452089.051,1949201307974520855500000000,1111017400103930016,11110,17400,1,0393,0016,5649,11110,18766,1,2,33.06,51,일반목구조,03000,제1종근린생활시설,0,1,0,19490615,71,08,70대,075,75세미만,2019-01-31Z,,,
201275.864 452079.842 201275.684 452084.252 201264.654 452083.862 201264.204 452080.452 201264.344 452079.262 201275.864 452079.842,1959201270044520817800000000,1111017400103920004,11110,17400,1,0392,0004,5655,11110,12143,1,2,40.1,51,일반목구조,03000,제1종근린생활시설,0,1,0,19590720,61,07,60대,065,65세미만,2019-01-31Z,,,
200701.825 453035.699 200696.835 453036.859 200695.505 453031.239 200696.405 453030.759 200696.495 453028.489 200698.345 453028.029 200698.795 453027.059 200699.965 453026.859 200701.825 453035.699,1976200698634530322600000000,1111017400106150082,11110,17400,1,0615,0082,3043,11110,8580,1,2,95.99,11,벽돌구조,01000,단독주택,0,2,1,19760112,44,05,40대,045,45세미만,2019-01-31Z,,,
198782.696 452223.833 198778.666 452224.863 198767.326 452219.413 198775.925 452196.553 198782.636 452199.193 198782.395 452199.823 198785.475 452201.113 198784.305 452204.033 198790.096 452206.753 198786.116 452217.013 198785.566 452216.663 198782.696 452223.833,1971198778664522115800000000,1111013600100390000,11110,13600,1,0039,0000,18682,11110,27630,1,2,704.94,21,철근콘크리트구조,04000,제2종근린생활시설,11.6,3,0,19711001,49,05,40대,050,50세미만,2019-01-31Z,,,
201229.974 452110.973 201218.164 452113.003 201215.414 452098.623 201228.814 452095.552 201229.974 452110.973,0000201223114521043600000000,1111017400103910008,11110,17400,1,0391,0008,5663,11110,14517,1,2,172.3,12,블록구조,03000,제1종근린생활시설,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201068.545 452276.017 201062.935 452280.527 201060.445 452276.847 201063.785 452274.816 201063.275 452273.976 201065.355 452272.687 201068.545 452276.017,0000201064434522765400000000,1111017400101890000,11110,17400,1,0189,0000,6471,11110,8605,1,2,106.65,11,벽돌구조,01000,단독주택,0,3,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201228.754 452094.242 201219.474 452095.853 201217.974 452083.883 201228.554 452082.942 201228.534 452086.532 201222.884 452087.472 201223.444 452090.452 201228.344 452090.182 201228.754 452094.242,0000201223134520891900000000,1111017400103910007,11110,17400,1,0391,0007,5668,11110,6169,1,2,69.42,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200875.743 452816.184 200870.072 452812.344 200878.642 452799.594 200888.363 452806.474 200884.073 452812.364 200879.913 452810.104 200875.743 452816.184,1992200878994528079600000000,1111017400100230617,11110,17400,1,0023,0617,3314,11110,4461,1,2,578.66,21,철근콘크리트구조,01000,단독주택,0,3,1,19920331,28,03,20대,030,30세미만,2019-01-31Z,19910913,,
200876.013 452200.259 200874.363 452201.369 200876.193 452203.889 200871.183 452207.209 200863.432 452195.359 200865.242 452194.529 200867.222 452195.459 200869.872 452194.369 200876.013 452200.259,1966200870364522001300000000,1111017400105610002,11110,17400,1,0561,0002,5986,11110,9260,1,2,267.31,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,0,19661208,54,06,50대,055,55세미만,2019-01-31Z,,,
199985.658 454245.21 199981.588 454242.88 199986.028 454235.87 199993.698 454239.22 199990.558 454244.48 199986.778 454243.1 199985.658 454245.21,1958199987554542406900000000,1111016900100050100,11110,16900,1,0005,0100,9230,11110,21424,1,2,34.98,11,벽돌구조,01000,단독주택,0,1,0,19580905,62,07,60대,065,65세미만,2019-01-31Z,,,
201471.605 452073.988 201463.065 452076.249 201459.895 452065.708 201460.385 452064.178 201468.095 452061.948 201471.605 452073.988,1956201465604520691600000000,1111017400104010001,11110,17400,1,0401,0001,7007,11110,2914,1,2,79.01,51,일반목구조,01000,단독주택,0,1,0,19560526,64,07,60대,065,65세미만,2019-01-31Z,,,
196462.018 452292.211 196457.308 452297.481 196449.728 452290.851 196454.578 452285.561 196462.018 452292.211,1992196455894522915200000000,1111018100102090044,11110,18100,1,0209,0044,10721,11110,21320,1,2,299.23,21,철근콘크리트구조,01000,단독주택,0,3,1,19920821,28,03,20대,030,30세미만,2019-01-31Z,19920214,,
200584.69 452162.443 200585.64 452162.573 200586.9 452166.173 200579.88 452169.704 200575.91 452161.573 200579.449 452160.113 200579.85 452160.573 200582.669 452159.493 200584.69 452162.443,1967200581404521643000000000,1111016400100420001,11110,16400,1,0042,0001,6649,11110,6772,1,2,129.75,11,벽돌구조,01000,단독주택,0,2,1,19670720,53,06,50대,055,55세미만,2019-01-31Z,,,
201104.349 452451.987 201101.589 452448.597 201100.988 452448.948 201097.308 452443.177 201102.828 452439.657 201109.128 452447.827 201104.349 452451.987,1936201103234524457100000000,1111017400102260016,11110,17400,1,0226,0016,8134,11110,29334,1,2,49.59,51,일반목구조,01000,단독주택,0,1,0,19361102,84,09,80대,085,85세미만,2019-01-31Z,,,
200216.704 452021.368 200216.645 452033.548 200204.714 452032.878 200205.354 452020.868 200216.704 452021.368,1984200210864520272100000000,1111016300101930010,11110,16300,1,0193,0010,5080,11110,18997,1,2,318.6,11,벽돌구조,03000,제1종근린생활시설,0,3,0,19840302,36,04,30대,040,40세미만,2019-01-31Z,,,
200324.66 452326.489 200322.47 452336.019 200314.12 452333.919 200316.25 452324.989 200324.66 452326.489,1993200319414523303700000000,1111016700102060008,11110,16700,1,0206,0008,5013,11110,25172,1,2,685.49,21,철근콘크리트구조,04000,제2종근린생활시설,20.02,6,1,19930928,27,03,20대,030,30세미만,2019-01-31Z,19930113,,
196803.657 454546.544 196801.207 454546.764 196801.587 454548.444 196799.187 454548.774 196799.137 454549.914 196794.857 454550.534 196793.757 454543.434 196797.017 454543.154 196797.727 454541.534 196803.017 454540.954 196803.657 454546.544,1997196798644545455400000000,1111018400102360001,11110,18400,1,0236,0001,21869,11110,3843,1,2,135.17,21,철근콘크리트구조,01000,단독주택,9.45,3,0,19971027,23,03,20대,025,25세미만,2019-01-31Z,19970416,,
200708.882 452866.577 200706.862 452870.847 200700.212 452868.507 200701.432 452864.707 200702.572 452864.807 200703.392 452863.967 200708.882 452866.577,1997200704494528673700000000,1111017400106260015,11110,17400,1,0626,0015,4258,11110,25776,1,2,85.31,19,기타조적구조,01000,단독주택,7,3,0,19970828,23,03,20대,025,25세미만,2019-01-31Z,19970620,,
201383.587 452823.936 201381.947 452831.826 201374.757 452830.126 201376.617 452822.576 201383.587 452823.936,1990201379244528271400000000,1111017500100570011,11110,17500,1,0057,0011,3713,11110,5774,1,2,123.16,11,벽돌구조,01000,단독주택,0,2,1,19901227,30,04,30대,035,35세미만,2019-01-31Z,19900427,,
198506.339 453159.615 198497.289 453162.225 198495.118 453151.455 198500.729 453150.095 198501.519 453153.135 198499.209 453153.735 198500.289 453157.915 198505.559 453156.555 198506.339 453159.615,1960198499664531565900000000,1111014600101010001,11110,14600,1,0101,0001,16109,11110,13365,1,2,73.65,12,블록구조,01000,단독주택,0,1,0,19600708,60,07,60대,065,65세미만,2019-01-31Z,,,
198748.136 452220.884 198742.506 452233.964 198729.485 452227.954 198734.725 452216.854 198741.295 452216.034 198748.136 452220.884,1965198739094522243600000000,1111013600101570000,11110,13600,1,0157,0000,19198,11110,16089,1,2,1154.44,21,철근콘크리트구조,03000,제1종근린생활시설,0,6,0,19650820,55,06,50대,060,60세미만,2019-01-31Z,,,
200779.693 452869.006 200777.673 452876.366 200770.473 452874.126 200772.533 452867.836 200774.823 452868.206 200775.382 452867.576 200779.693 452869.006,1961200775214528717600000000,1111017400106080015,11110,17400,1,0608,0015,3225,11110,17033,1,2,43.51,51,일반목구조,01000,단독주택,0,1,0,19611231,59,06,50대,060,60세미만,2019-01-31Z,,,
197233.338 453122.145 197227.868 453122.395 197227.838 453121.496 197222.237 453121.766 197221.437 453113.536 197232.937 453112.575 197233.338 453122.145,0000197227674531174700000000,1111010800100460007,11110,10800,1,0046,0007,14778,11110,18960,1,2,32.15,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
198565.48 453219.535 198564.87 453221.165 198573.24 453224.404 198569.78 453233.315 198556.8 453228.095 198560.97 453217.725 198565.48 453219.535,1964198564914532258900000000,1111014600100830000,11110,14600,1,0083,0000,27183,11110,11300,1,2,264.86,11,벽돌구조,01000,단독주택,0,2,1,19641210,56,06,50대,060,60세미만,2019-01-31Z,,,
198538.822 452700.211 198536.932 452712.491 198532.352 452711.781 198534.502 452699.551 198538.822 452700.211,0000198535644527060600000000,1111014100101730000,11110,14100,1,0173,0000,15489,11110,9473,1,2,4.86,51,일반목구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199167.277 452117.816 199164.357 452126.326 199155.287 452122.466 199158.037 452116.196 199167.277 452117.816,0000199161434521208000000000,1111015300101220001,11110,15300,1,0122,0001,18612,11110,17016,1,2,35.21,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201250.464 452084.082 201250.224 452089.032 201248.874 452091.852 201247.624 452100.612 201241.144 452099.712 201242.964 452083.382 201250.464 452084.082,1974201245634520916600000000,1111017400103910002,11110,17400,1,0391,0002,5656,11110,14962,1,2,282.16,11,벽돌구조,03000,제1종근린생활시설,6.1,2,0,19740716,46,05,40대,050,50세미만,2019-01-31Z,,,
