SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
201130.882 452016.223 201131.322 452020.133 201127.722 452020.483 201127.632 452018.183 201126.992 452017.993 201127.442 452016.043 201130.882 452016.223,1970201129234520182000000000,1111017400104220004,11110,17400,1,0422,0004,5354,11110,2093,1,2,40.4,11,벽돌구조,01000,단독주택,0,2,0,19700806,50,06,50대,055,55세미만,2019-01-31Z,,,
199972.789 454278.521 199969.399 454276.961 199968.739 454278.071 199959.109 454272.951 199961.869 454268.911 199959.629 454267.451 199964.069 454261.281 199972.299 454266.471 199971.909 454267.551 199973.339 454268.531 199972.789 454278.521,2001199966834542702600000000,1111016900100050049,11110,16900,1,0005,0049,9394,11110,17105,1,2,428.06,21,철근콘크리트구조,01000,단독주택,12.2,3,1,20011124,19,02,10대,020,20세미만,2019-01-31Z,20010620,오크빌,
200337.97 452316.369 200337.95 452319.539 200338.87 452319.549 200338.57 452326.409 200332.15 452325.649 200333.82 452316.339 200337.97 452316.369,2002200335754523215700000000,1111016700102060005,11110,16700,1,0206,0005,5863,11110,23637,1,2,256.34,21,철근콘크리트구조,18000,창고시설,13.9,4,0,20020408,18,02,10대,020,20세미만,2019-01-31Z,20010908,충신동창고시설,
200330.97 452315.399 200329.24 452325.349 200319.8 452323.529 200321.41 452313.679 200330.97 452315.399,2003200325364523194800000000,1111016700102060009,11110,16700,1,0206,0009,5864,11110,8434,1,2,466.48,21,철근콘크리트구조,04000,제2종근린생활시설,16.9,5,1,20030115,17,02,10대,020,20세미만,2019-01-31Z,20020130,,
200331.95 452314.129 200319.72 452311.679 200321.41 452298.659 200327.82 452299.589 200327.81 452300.819 200331.41 452301.729 200331.4 452303.029 200333.54 452303.859 200333.04 452307.589 200335.16 452307.859 200334.42 452313.069 200331.99 452312.949 200331.95 452314.129,0000200326974523068800000000,1111016700102060010,11110,16700,1,0206,0010,5865,11110,24982,1,2,645.15,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201094.281 452004.764 201091.701 452005.394 201089.221 452006.224 201088.341 452002.664 201089.171 452001.954 201088.941 451999.704 201093.061 451999.044 201094.281 452004.764,1961201091234520025800000000,1111017400104250046,11110,17400,1,0425,0046,6262,11110,28270,1,2,27.21,51,일반목구조,01000,단독주택,0,1,0,19610920,59,06,50대,060,60세미만,2019-01-31Z,,,
201100.131 452004.054 201095.181 452004.554 201094.271 451997.494 201099.361 451996.874 201100.131 452004.054,0000201097244520007200000000,1111017400104250008,11110,17400,1,0425,0008,6263,11110,4642,1,2,24.4,11,벽돌구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200402.95 452305.418 200399.45 452312.858 200390.81 452308.788 200394.67 452301.368 200402.95 452305.418,2001200396944523071200000000,1111016400102340003,11110,16400,1,0234,0003,5241,11110,14052,1,2,154.12,32,경량철골구조,18000,창고시설,9.5,2,0,20010620,19,02,10대,020,20세미만,2019-01-31Z,,,
200385.651 452309.428 200382.79 452313.838 200372.57 452308.318 200375.4 452304.078 200385.651 452309.428,2001200379124523089300000000,1111016400102360001,11110,16400,1,0236,0001,5242,11110,28702,1,2,108.9,21,철근콘크리트구조,18000,창고시설,6.8,2,0,20010515,19,02,10대,020,20세미만,2019-01-31Z,20010322,,
200393.343 453053.954 200393.522 453059.304 200388.043 453059.464 200387.673 453053.944 200387.622 453049.954 200393.252 453049.894 200393.343 453053.954,0000200390564530546300000000,1111016800101900015,11110,16800,1,0190,0015,3007,11110,7739,1,2,59.5,51,일반목구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200468.156 452592.039 200466.116 452599.409 200459.146 452597.289 200461.565 452589.769 200468.156 452592.039,1994200463714525946400000000,1111016700100050022,11110,16700,1,0005,0022,2450,11110,21382,1,2,270.63,11,벽돌구조,04000,제2종근린생활시설,10.5,4,1,19941125,26,03,20대,030,30세미만,2019-01-31Z,19940804,,
201259.503 452040.692 201256.553 452040.431 201256.603 452033.041 201265.913 452033.301 201265.993 452039.361 201262.283 452039.212 201262.233 452037.071 201259.883 452036.902 201259.503 452040.692,0000201261044520362900000000,1111017400104030012,11110,17400,1,0403,0012,6730,11110,4598,1,2,82.64,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201348.154 452633.225 201339.983 452631.925 201341.203 452628.505 201345.913 452629.235 201346.523 452626.145 201349.353 452626.595 201348.154 452633.225,1930201345284526301400000000,1111017500100610090,11110,17500,1,0061,0090,2576,11110,6041,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,19300920,90,10,90대,095,95세미만,2019-01-31Z,,,
200648.177 452589.636 200646.027 452594.026 200639.287 452589.636 200639.797 452587.136 200641.797 452584.816 200648.177 452589.636,1978200643604525893900000000,1111016700100010170,11110,16700,1,0001,0170,2175,11110,11909,1,2,56.1,11,벽돌구조,01000,단독주택,0,2,0,19780622,42,05,40대,045,45세미만,2019-01-31Z,,,
196304.945 455312.769 196296.275 455298.668 196295.945 455298.119 196303.785 455293.388 196296.395 455281.148 196305.295 455276.578 196315.595 455292.848 196313.505 455294.108 196316.225 455298.658 196321.856 455308.088 196316.366 455311.368 196314.145 455308.278 196317.846 455305.638 196317.205 455304.698 196304.945 455312.769,1999196307464552962300000000,1111018500100940009,11110,18500,1,0094,0009,11898,11110,7759,1,2,2385.31,32,경량철골구조,10000,교육연구시설,19.65,3,3,19991220,21,03,20대,025,25세미만,2019-01-31Z,19990109,세검정교회,1동교육관
200390.792 453045.344 200394.052 453045.604 200393.962 453049.624 200387.422 453049.504 200387.302 453043.014 200390.272 453042.714 200390.792 453045.344,0000200390294530467200000000,1111016800101900016,11110,16800,1,0190,0016,3496,11110,23717,1,2,19.83,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201800.761 452883.97 201801.221 452888.25 201794.861 452889.7 201794.321 452885.96 201797.411 452883.1 201800.761 452883.97,1960201797784528864500000000,1111017500104580000,11110,17500,1,0458,0000,3510,11110,22257,1,2,38.61,51,일반목구조,01000,단독주택,0,1,0,19600510,60,07,60대,065,65세미만,2019-01-31Z,,,
200426.323 453093.984 200426.513 453096.034 200427.593 453096.364 200427.014 453099.254 200419.163 453097.724 200420.203 453092.674 200426.323 453093.984,0000200423304530960600000000,1111016800101290151,11110,16800,1,0129,0151,3514,11110,24019,1,2,23.56,12,블록구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201042.356 452348.898 201035.476 452346.108 201038.486 452341.758 201045.626 452343.388 201043.616 452347.617 201042.916 452347.318 201042.356 452348.898,1995201040664523451000000000,1111017400101400018,11110,17400,1,0140,0018,7626,11110,22255,1,2,297.73,21,철근콘크리트구조,01000,단독주택,10.7,4,1,19950408,25,03,20대,030,30세미만,2019-01-31Z,19940923,,
201145.991 452564.758 201140.731 452568.048 201137.841 452563.698 201139.801 452562.458 201141.111 452564.288 201144.441 452562.238 201145.991 452564.758,1964201141864525648900000000,1111017400101120002,11110,17400,1,0112,0002,1971,11110,22413,1,2,31,51,일반목구조,01000,단독주택,0,1,0,19641101,56,06,50대,060,60세미만,2019-01-31Z,,,
197277.767 453084.845 197277.138 453093.955 197268.977 453093.505 197270.117 453084.645 197277.767 453084.845,1996197273514530892800000000,1111010800100600000,11110,10800,1,0060,0000,14318,11110,19608,1,2,118.84,21,철근콘크리트구조,01000,단독주택,7.45,2,1,19960826,24,03,20대,025,25세미만,2019-01-31Z,19960329,,
201336.849 452995.798 201333.099 452998.368 201331.289 453000.568 201327.759 452997.158 201330.279 452994.478 201335.429 452992.888 201336.849 452995.798,1939201332314529963700000000,1111017500100100002,11110,17500,1,0010,0002,3600,11110,13287,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,19391030,81,09,80대,085,85세미만,2019-01-31Z,,,
200408.362 453039.164 200394.922 453039.874 200394.382 453027.114 200398.532 453027.053 200399.122 453032.984 200403.332 453032.544 200403.432 453029.693 200407.202 453029.354 200408.362 453039.164,0000200400814530344500000000,1111016800101900003,11110,16800,1,0190,0003,3521,11110,10889,1,2,69.42,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201151.21 452536.607 201147.42 452533.847 201149.41 452528.277 201151.9 452523.397 201155.13 452525.687 201155.75 452525.467 201161.42 452530.597 201157.15 452535.177 201154.84 452535.337 201153.42 452534.587 201151.21 452536.607,1990201153854525305700000000,1111017400101070000,11110,17400,1,0107,0000,2373,11110,25538,1,2,249.55,11,벽돌구조,01000,단독주택,0,2,1,19901121,30,04,30대,035,35세미만,2019-01-31Z,19901121,,
200833.473 452883.665 200833.023 452884.655 200836.353 452887.675 200834.063 452891.596 200831.323 452891.745 200825.463 452887.505 200825.963 452882.485 200828.663 452879.625 200833.473 452883.665,1991200830404528862400000000,1111017400100230563,11110,17400,1,0023,0563,3293,11110,18207,1,2,199.77,11,벽돌구조,01000,단독주택,0,2,1,19910828,29,03,20대,030,30세미만,2019-01-31Z,19901020,,
200882.735 452971.725 200875.865 452971.345 200876.375 452961.965 200877.495 452961.655 200878.225 452960.115 200880.415 452960.145 200880.625 452959.625 200883.375 452959.865 200882.735 452971.725,1976200879734529658900000000,1111017400100230439,11110,17400,1,0023,0439,4411,11110,26002,1,2,117.34,11,벽돌구조,01000,단독주택,0,2,1,19760325,44,05,40대,045,45세미만,2019-01-31Z,19760325,,
200253.231 452416.571 200246.791 452423.421 200243.061 452420.591 200243.071 452418.521 200247.121 452413.341 200253.231 452416.571,1967200247504524182200000000,1111016200101230000,11110,16200,1,0123,0000,7396,11110,5473,1,2,75.97,21,철근콘크리트구조,03000,제1종근린생활시설,0,3,0,19670724,53,06,50대,055,55세미만,2019-01-31Z,,,
200284.702 452483.271 200284.083 452490.031 200274.733 452488.751 200275.212 452482.391 200284.702 452483.271,2004200279734524861100000000,1111016700101230010,11110,16700,1,0123,0010,7398,11110,24120,1,2,198.09,31,일반철골구조,18000,창고시설,8.06,3,0,20040109,16,02,10대,020,20세미만,2019-01-31Z,20031113,충신동 창고,충신동 창고
200401.956 452022.455 200402.336 452026.915 200397.496 452027.125 200398.136 452022.935 200398.626 452022.405 200401.956 452022.455,1979200399984520248300000000,1111016300102550005,11110,16300,1,0255,0005,5832,11110,5266,1,2,19.04,51,일반목구조,04000,제2종근린생활시설,0,1,0,19791019,41,05,40대,045,45세미만,2019-01-31Z,,,
200422.835 451971.844 200423.625 451978.335 200416.915 451976.145 200417.015 451972.725 200420.615 451971.244 200422.835 451971.844,1958200420394519746000000000,1111016300104650000,11110,16300,1,0465,0000,5835,11110,9012,1,2,60.76,51,일반목구조,17000,공장,0,2,0,19580930,62,07,60대,065,65세미만,2019-01-31Z,,,
200407.165 451979.735 200399.715 451983.625 200393.725 451978.685 200398.535 451973.145 200407.165 451979.735,0000200399974519786900000000,1111016300104850000,11110,16300,1,0485,0000,5838,11110,14211,1,2,115.1,51,일반목구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200203.155 452033.899 200202.745 452047.709 200194.115 452047.839 200193.784 452033.769 200203.155 452033.899,1963200198434520407000000000,1111016300101930017,11110,16300,1,0193,0017,6398,11110,9832,1,2,462.43,21,철근콘크리트구조,01000,단독주택,0,5,0,19631106,57,06,50대,060,60세미만,2019-01-31Z,,,
200607.522 452318.544 200607.942 452328.304 200599.603 452328.565 200599.663 452325.335 200600.372 452325.124 200601.002 452318.484 200607.522 452318.544,1989200603994523237000000000,1111016400100120009,11110,16400,1,0012,0009,5852,11110,7582,1,2,563.43,21,철근콘크리트구조,04000,제2종근린생활시설,16.8,5,1,19890607,31,04,30대,035,35세미만,2019-01-31Z,19880513,대광빌딩,대광빌딩
200308.33 452310.069 200305.14 452318.969 200296.37 452316.039 200299.23 452307.339 200308.33 452310.069,1983200302294523130900000000,1111016200101430000,11110,16200,1,0143,0000,5866,11110,13013,1,2,477.59,21,철근콘크리트구조,04000,제2종근린생활시설,0,5,1,19830816,37,04,30대,040,40세미만,2019-01-31Z,19830326,,
197286.857 453070.004 197273.697 453070.044 197274.747 453064.144 197278.837 453064.144 197278.967 453065.974 197282.767 453065.934 197282.887 453063.784 197286.807 453063.744 197286.857 453070.004,0000197280574530672700000000,1111010800100630001,11110,10800,1,0063,0001,14315,11110,25590,1,2,83.6,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201262.491 452555.666 201261.182 452561.956 201262.922 452562.266 201261.772 452566.166 201256.752 452564.976 201259.112 452554.786 201262.491 452555.666,1930201259944525608900000000,1111017400100680000,11110,17400,1,0068,0000,2571,11110,3397,1,2,49.59,51,일반목구조,01000,단독주택,0,1,0,19301218,90,10,90대,095,95세미만,2019-01-31Z,,,
198885.911 451892.629 198876.701 451892.119 198878.951 451875.139 198890.211 451876.458 198889.121 451886.468 198886.871 451886.249 198885.911 451892.629,1983198883184518836900000000,1111013500100280001,11110,13500,1,0028,0001,18370,11110,20334,1,2,965.59,21,철근콘크리트구조,15000,숙박시설,15.55,5,1,19830505,37,04,30대,040,40세미만,2019-01-31Z,,,스카이 모텔
200976.975 452262.378 200981.744 452264.678 200976.385 452271.398 200972.025 452270.528 200966.554 452270.258 200967.344 452262.118 200976.975 452262.378,1936200973274522664000000000,1111017400105800003,11110,17400,1,0580,0003,5997,11110,20365,1,2,99.17,51,일반목구조,01000,단독주택,0,2,0,19360505,84,09,80대,085,85세미만,2019-01-31Z,,,
199429.676 453772.165 199424.086 453781.715 199412.346 453775.826 199415.576 453769.786 199417.406 453770.705 199418.536 453768.875 199423.356 453771.265 199424.406 453769.385 199429.676 453772.165,1987199421144537747100000000,1111017300100600004,11110,17300,1,0060,0004,27403,11110,16800,1,2,247.05,11,벽돌구조,01000,단독주택,0,2,1,19870710,33,04,30대,035,35세미만,2019-01-31Z,19870526,,
200597.571 452265.194 200592.991 452271.704 200581.712 452276.154 200578.811 452269.975 200589.261 452265.694 200590.671 452264.054 200589.981 452262.984 200591.861 452260.704 200597.571 452265.194,1998200588424522690700000000,1111016400100160011,11110,16400,1,0016,0011,6201,11110,5788,1,2,857.15,21,철근콘크리트구조,04000,제2종근린생활시설,22.5,6,1,19980921,22,03,20대,025,25세미만,2019-01-31Z,19961228,,
198422.795 453601.79 198413.185 453603.21 198412.305 453595.01 198422.295 453593.75 198422.795 453601.79,1994198417624535984100000000,1111014000100350189,11110,14000,1,0035,0189,26479,11110,16878,1,2,199.29,11,벽돌구조,01000,단독주택,7.9,2,1,19941117,26,03,20대,030,30세미만,2019-01-31Z,19930819,,
201110.253 452128.915 201105.783 452129.935 201104.738 452130.16 201104.79 452131.071 201103.493 452131.205 201100.633 452119.565 201106.553 452118.505 201110.253 452128.915,1971201105204521246100000000,1111017400104570009,11110,17400,1,0457,0009,6212,11110,22097,1,2,291.44,21,철근콘크리트구조,04000,제2종근린생활시설,0,3,1,19711110,49,05,40대,050,50세미만,2019-01-31Z,,,
197266.477 453053.024 197259.127 453054.174 197257.987 453044.844 197265.107 453043.974 197266.477 453053.024,1998197262164530490300000000,1111010800100710001,11110,10800,1,0071,0001,14123,11110,22810,1,2,119.76,21,철근콘크리트구조,01000,단독주택,7.09,2,0,19980825,22,03,20대,025,25세미만,2019-01-31Z,19970828,,
200511.372 452323.276 200504.991 452323.316 200504.821 452318.406 200511.522 452318.256 200511.372 452323.276,1993200508184523207900000000,1111016400101930002,11110,16400,1,0193,0002,5244,11110,4635,1,2,86.4,21,철근콘크리트구조,04000,제2종근린생활시설,7.3,2,0,19931229,27,03,20대,030,30세미만,2019-01-31Z,19930812,,
200344.98 452278.848 200339.2 452287.878 200336.3 452284.968 200340.65 452276.498 200344.98 452278.848,0000200340414522819100000000,1111016400102380031,11110,16400,1,0238,0031,5246,11110,8627,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200289.769 452249.419 200286.729 452256.269 200280.009 452253.839 200282.529 452246.489 200289.769 452249.419,1997200284754522514400000000,1111016200102170000,11110,16200,1,0217,0000,5251,11110,28112,1,2,82.12,21,철근콘크리트구조,04000,제2종근린생활시설,5.9,2,0,19971226,23,03,20대,025,25세미만,2019-01-31Z,19970828,,
199761.74 453816.12 199755.919 453809.25 199757.569 453807.61 199756.73 453806.43 199756.959 453805.77 199757.369 453805.19 199757.959 453805 199758.629 453805 199759.729 453803.71 199759.009 453802.88 199763.569 453798.46 199769.029 453804.32 199767.56 453805.66 199770.2 453808.38 199765.58 453813.04 199765.24 453812.82 199761.74 453816.12,1988199762964538074100000000,1111017000100580003,11110,17000,1,0058,0003,25957,11110,4964,1,2,230.03,11,벽돌구조,01000,단독주택,0,2,1,19881229,32,04,30대,035,35세미만,2019-01-31Z,19880720,,
201219.924 452128.943 201220.254 452134.213 201212.894 452134.683 201212.304 452129.013 201211.714 452124.133 201219.204 452122.933 201219.924 452128.943,1937201216104521289500000000,1111017400103300039,11110,17400,1,0330,0039,5634,11110,6867,1,2,33.06,51,일반목구조,03000,제1종근린생활시설,0,1,0,19370320,83,09,80대,085,85세미만,2019-01-31Z,,,
